pairID,minute,touching,treatment,hive
B_A27,164,0,Ringers,Skylab
B_A28,164,1,Ringers,Skylab
B_A29,164,0,Ringers,Skylab
B_A30,164,0,Ringers,Skylab
B_A31,164,1,Ringers,Skylab
B_A32,164,1,Ringers,Skylab
B_B1,164,1,Ringers,Skylab
B_B2,164,1,Ringers,Skylab
B_B3,164,1,Ringers,Skylab
B_B4,164,1,Ringers,Skylab
B_B5,164,0,Ringers,Skylab
B_B6,164,0,Ringers,Skylab
B_B7,164,0,Ringers,Skylab
B_B8,164,1,Ringers,Skylab
B_B9,164,1,Ringers,Skylab
B_B10,164,0,Ringers,Skylab
B_B11,164,1,Ringers,Skylab
B_B12,164,1,Ringers,Skylab
B_B13,164,1,Ringers,Skylab
B_B14,164,1,Ringers,Skylab
B_B15,164,0,Ringers,Skylab
B_B16,164,1,Ringers,Skylab
B_B17,164,1,Ringers,Skylab
B_B18,164,0,Ringers,Skylab
B_C1,164,1,LPS,Skylab
B_C2,164,0,LPS,Skylab
B_C3,164,0,LPS,Skylab
B_C4,164,1,LPS,Skylab
B_C5,164,0,LPS,Skylab
B_C6,164,1,LPS,Skylab
B_C7,164,1,LPS,Skylab
B_C8,164,1,LPS,Skylab
B_C9,164,1,LPS,Skylab
B_C10,164,0,LPS,Skylab
B_C11,164,0,LPS,Skylab
B_D1,164,1,LPS,Skylab
B_D2,164,0,LPS,Skylab
B_D3,164,1,LPS,Skylab
B_D4,164,1,LPS,Skylab
B_D5,164,0,LPS,Skylab
B_D6,164,0,LPS,Skylab
B_D7,164,0,LPS,Skylab
B_D8,164,1,LPS,Skylab
B_D9,164,1,LPS,Skylab
B_D10,164,1,LPS,Skylab
B_D11,164,1,LPS,Skylab
B_D12,164,1,LPS,Skylab
B_D13,164,0,LPS,Skylab
B_D14,164,1,LPS,Skylab
B_D15,164,0,LPS,Skylab
B_D16,164,1,LPS,Skylab
B_D17,164,0,LPS,Skylab
B_D18,164,0,LPS,Skylab
B_D19,164,1,LPS,Skylab
B_D20,164,0,LPS,Skylab
B_D21,164,0,LPS,Skylab
B_D22,164,1,LPS,Skylab
B_D23,164,1,LPS,Skylab
B_D24,164,1,LPS,Skylab
B_D25,164,1,LPS,Skylab
B_D26,164,0,LPS,Skylab
B_D27,164,1,LPS,Skylab
B_D28,164,1,LPS,Skylab
B_D29,164,1,LPS,Skylab
B_D30,164,1,LPS,Skylab
B_D31,164,1,LPS,Skylab
B_D32,164,1,LPS,Skylab
B_D33,164,1,LPS,Skylab
B_D34,164,0,LPS,Skylab
B_D35,164,0,LPS,Skylab
B_D36,164,1,LPS,Skylab
B_D37,164,0,LPS,Skylab
B_D38,164,1,LPS,Skylab
B_D39,164,1,LPS,Skylab
B_A1,166,1,Ringers,Skylab
B_A2,166,0,Ringers,Skylab
B_A3,166,0,Ringers,Skylab
B_A4,166,1,Ringers,Skylab
B_A5,166,1,Ringers,Skylab
B_A6,166,0,Ringers,Skylab
B_A7,166,1,Ringers,Skylab
B_A8,166,0,Ringers,Skylab
B_A9,166,1,Ringers,Skylab
B_A10,166,1,Ringers,Skylab
B_A11,166,1,Ringers,Skylab
B_A12,166,1,Ringers,Skylab
B_A13,166,0,Ringers,Skylab
B_A14,166,1,Ringers,Skylab
B_A15,166,0,Ringers,Skylab
B_A16,166,1,Ringers,Skylab
B_A17,166,0,Ringers,Skylab
B_A18,166,1,Ringers,Skylab
B_A19,166,1,Ringers,Skylab
B_A20,166,1,Ringers,Skylab
B_A21,166,1,Ringers,Skylab
B_A22,166,1,Ringers,Skylab
B_A23,166,0,Ringers,Skylab
B_A24,166,1,Ringers,Skylab
B_A25,166,0,Ringers,Skylab
B_A26,166,1,Ringers,Skylab
B_A27,166,0,Ringers,Skylab
B_A28,166,1,Ringers,Skylab
B_A29,166,0,Ringers,Skylab
B_A30,166,0,Ringers,Skylab
B_A31,166,1,Ringers,Skylab
B_A32,166,1,Ringers,Skylab
B_B1,166,1,Ringers,Skylab
B_B2,166,1,Ringers,Skylab
B_B3,166,0,Ringers,Skylab
B_B4,166,1,Ringers,Skylab
B_B5,166,0,Ringers,Skylab
B_B6,166,0,Ringers,Skylab
B_B7,166,0,Ringers,Skylab
B_B8,166,1,Ringers,Skylab
B_B9,166,1,Ringers,Skylab
B_B10,166,0,Ringers,Skylab
B_B11,166,1,Ringers,Skylab
B_B12,166,1,Ringers,Skylab
B_B13,166,1,Ringers,Skylab
B_B14,166,1,Ringers,Skylab
B_B15,166,0,Ringers,Skylab
B_B16,166,1,Ringers,Skylab
B_B17,166,1,Ringers,Skylab
B_B18,166,1,Ringers,Skylab
B_C1,166,1,LPS,Skylab
B_C2,166,0,LPS,Skylab
B_C3,166,0,LPS,Skylab
B_C4,166,1,LPS,Skylab
B_C5,166,0,LPS,Skylab
B_C6,166,1,LPS,Skylab
B_C7,166,1,LPS,Skylab
B_C8,166,1,LPS,Skylab
B_C9,166,1,LPS,Skylab
B_C10,166,0,LPS,Skylab
B_C11,166,0,LPS,Skylab
B_D1,166,1,LPS,Skylab
B_D2,166,0,LPS,Skylab
B_D3,166,1,LPS,Skylab
B_D4,166,1,LPS,Skylab
B_D5,166,1,LPS,Skylab
B_D6,166,0,LPS,Skylab
B_D7,166,0,LPS,Skylab
B_D8,166,1,LPS,Skylab
B_D9,166,1,LPS,Skylab
B_D10,166,1,LPS,Skylab
B_D11,166,0,LPS,Skylab
B_D12,166,0,LPS,Skylab
B_D13,166,0,LPS,Skylab
B_D14,166,1,LPS,Skylab
B_D15,166,0,LPS,Skylab
B_D16,166,0,LPS,Skylab
B_D17,166,0,LPS,Skylab
B_D18,166,1,LPS,Skylab
B_D19,166,1,LPS,Skylab
B_D20,166,0,LPS,Skylab
B_D21,166,0,LPS,Skylab
B_D22,166,1,LPS,Skylab
B_D23,166,1,LPS,Skylab
B_D24,166,1,LPS,Skylab
B_D25,166,1,LPS,Skylab
B_D26,166,0,LPS,Skylab
B_D27,166,1,LPS,Skylab
B_D28,166,1,LPS,Skylab
B_D29,166,1,LPS,Skylab
B_D30,166,1,LPS,Skylab
B_D31,166,1,LPS,Skylab
B_D32,166,1,LPS,Skylab
B_D33,166,1,LPS,Skylab
B_D34,166,0,LPS,Skylab
B_D35,166,0,LPS,Skylab
B_D36,166,1,LPS,Skylab
B_D37,166,0,LPS,Skylab
B_D38,166,1,LPS,Skylab
B_D39,166,0,LPS,Skylab
B_A1,168,1,Ringers,Skylab
B_A2,168,0,Ringers,Skylab
B_A3,168,0,Ringers,Skylab
B_A4,168,1,Ringers,Skylab
B_A5,168,1,Ringers,Skylab
B_A6,168,0,Ringers,Skylab
B_A7,168,1,Ringers,Skylab
B_A8,168,0,Ringers,Skylab
B_A9,168,1,Ringers,Skylab
B_A10,168,1,Ringers,Skylab
B_A11,168,1,Ringers,Skylab
B_A12,168,1,Ringers,Skylab
B_A13,168,0,Ringers,Skylab
B_A14,168,1,Ringers,Skylab
B_A15,168,0,Ringers,Skylab
B_A16,168,1,Ringers,Skylab
B_A17,168,1,Ringers,Skylab
B_A18,168,1,Ringers,Skylab
B_A19,168,1,Ringers,Skylab
B_A20,168,1,Ringers,Skylab
B_A21,168,1,Ringers,Skylab
B_A22,168,1,Ringers,Skylab
B_A23,168,0,Ringers,Skylab
B_A24,168,1,Ringers,Skylab
B_A25,168,0,Ringers,Skylab
B_A26,168,1,Ringers,Skylab
B_A27,168,0,Ringers,Skylab
B_A28,168,1,Ringers,Skylab
B_A29,168,0,Ringers,Skylab
B_A30,168,0,Ringers,Skylab
B_A31,168,1,Ringers,Skylab
B_A32,168,1,Ringers,Skylab
B_B1,168,1,Ringers,Skylab
B_B2,168,1,Ringers,Skylab
B_B3,168,1,Ringers,Skylab
B_B4,168,1,Ringers,Skylab
B_B5,168,0,Ringers,Skylab
B_B6,168,0,Ringers,Skylab
B_B7,168,0,Ringers,Skylab
B_B8,168,1,Ringers,Skylab
B_B9,168,1,Ringers,Skylab
B_B10,168,0,Ringers,Skylab
B_B11,168,1,Ringers,Skylab
B_B12,168,1,Ringers,Skylab
B_B13,168,1,Ringers,Skylab
B_B14,168,1,Ringers,Skylab
B_B15,168,0,Ringers,Skylab
B_B16,168,1,Ringers,Skylab
B_B17,168,1,Ringers,Skylab
B_B18,168,1,Ringers,Skylab
B_C1,168,1,LPS,Skylab
B_C2,168,1,LPS,Skylab
B_C3,168,0,LPS,Skylab
B_C4,168,1,LPS,Skylab
B_C5,168,0,LPS,Skylab
B_C6,168,1,LPS,Skylab
B_C7,168,1,LPS,Skylab
B_C8,168,1,LPS,Skylab
B_C9,168,1,LPS,Skylab
B_C10,168,0,LPS,Skylab
B_C11,168,0,LPS,Skylab
B_D1,168,1,LPS,Skylab
B_D2,168,0,LPS,Skylab
B_D3,168,1,LPS,Skylab
B_D4,168,1,LPS,Skylab
B_D5,168,0,LPS,Skylab
B_D6,168,0,LPS,Skylab
B_D7,168,0,LPS,Skylab
B_D8,168,1,LPS,Skylab
B_D9,168,1,LPS,Skylab
B_D10,168,1,LPS,Skylab
B_D11,168,0,LPS,Skylab
B_D12,168,1,LPS,Skylab
B_D13,168,0,LPS,Skylab
B_D14,168,1,LPS,Skylab
B_D15,168,0,LPS,Skylab
B_D16,168,0,LPS,Skylab
B_D17,168,0,LPS,Skylab
B_D18,168,1,LPS,Skylab
B_D19,168,1,LPS,Skylab
B_D20,168,0,LPS,Skylab
B_D21,168,0,LPS,Skylab
B_D22,168,1,LPS,Skylab
B_D23,168,1,LPS,Skylab
B_D24,168,1,LPS,Skylab
B_D25,168,1,LPS,Skylab
B_D26,168,1,LPS,Skylab
B_D27,168,1,LPS,Skylab
B_D28,168,1,LPS,Skylab
B_D29,168,1,LPS,Skylab
B_D30,168,1,LPS,Skylab
B_D31,168,1,LPS,Skylab
B_D32,168,1,LPS,Skylab
B_D33,168,1,LPS,Skylab
B_D34,168,1,LPS,Skylab
B_D35,168,0,LPS,Skylab
B_D36,168,1,LPS,Skylab
B_D37,168,0,LPS,Skylab
B_D38,168,1,LPS,Skylab
B_D39,168,1,LPS,Skylab
B_A1,170,1,Ringers,Skylab
B_A2,170,0,Ringers,Skylab
B_A3,170,0,Ringers,Skylab
B_A4,170,1,Ringers,Skylab
B_A5,170,1,Ringers,Skylab
B_A6,170,0,Ringers,Skylab
B_A7,170,1,Ringers,Skylab
B_A8,170,0,Ringers,Skylab
B_A9,170,1,Ringers,Skylab
B_A10,170,1,Ringers,Skylab
B_A11,170,1,Ringers,Skylab
B_A12,170,1,Ringers,Skylab
B_A13,170,0,Ringers,Skylab
B_A14,170,1,Ringers,Skylab
B_A15,170,0,Ringers,Skylab
B_A16,170,1,Ringers,Skylab
B_A17,170,1,Ringers,Skylab
B_A18,170,1,Ringers,Skylab
B_A19,170,1,Ringers,Skylab
B_A20,170,1,Ringers,Skylab
B_A21,170,1,Ringers,Skylab
B_A22,170,1,Ringers,Skylab
B_A23,170,0,Ringers,Skylab
B_A24,170,0,Ringers,Skylab
B_A25,170,0,Ringers,Skylab
B_A26,170,1,Ringers,Skylab
B_A27,170,0,Ringers,Skylab
B_A28,170,1,Ringers,Skylab
B_A29,170,0,Ringers,Skylab
B_A30,170,0,Ringers,Skylab
B_A31,170,1,Ringers,Skylab
B_A32,170,1,Ringers,Skylab
B_B1,170,1,Ringers,Skylab
B_B2,170,1,Ringers,Skylab
B_B3,170,0,Ringers,Skylab
B_B4,170,1,Ringers,Skylab
B_B5,170,0,Ringers,Skylab
B_B6,170,0,Ringers,Skylab
B_B7,170,0,Ringers,Skylab
B_B8,170,1,Ringers,Skylab
B_B9,170,1,Ringers,Skylab
B_B10,170,0,Ringers,Skylab
B_B11,170,1,Ringers,Skylab
B_B12,170,1,Ringers,Skylab
B_B13,170,1,Ringers,Skylab
B_B14,170,1,Ringers,Skylab
B_B15,170,0,Ringers,Skylab
B_B16,170,1,Ringers,Skylab
B_B17,170,1,Ringers,Skylab
B_B18,170,1,Ringers,Skylab
B_C1,170,1,LPS,Skylab
B_C2,170,1,LPS,Skylab
B_C3,170,0,LPS,Skylab
B_C4,170,1,LPS,Skylab
B_C5,170,0,LPS,Skylab
B_C6,170,1,LPS,Skylab
B_C7,170,1,LPS,Skylab
B_C8,170,1,LPS,Skylab
B_C9,170,1,LPS,Skylab
B_C10,170,0,LPS,Skylab
B_C11,170,0,LPS,Skylab
B_D1,170,1,LPS,Skylab
B_D2,170,0,LPS,Skylab
B_D3,170,1,LPS,Skylab
B_D4,170,1,LPS,Skylab
B_D5,170,1,LPS,Skylab
B_D6,170,0,LPS,Skylab
B_D7,170,0,LPS,Skylab
B_D8,170,1,LPS,Skylab
B_D9,170,0,LPS,Skylab
B_D10,170,1,LPS,Skylab
B_D11,170,0,LPS,Skylab
B_D12,170,0,LPS,Skylab
B_D13,170,0,LPS,Skylab
B_D14,170,1,LPS,Skylab
B_D15,170,0,LPS,Skylab
B_D16,170,0,LPS,Skylab
B_D17,170,0,LPS,Skylab
B_D18,170,1,LPS,Skylab
B_D19,170,1,LPS,Skylab
B_D20,170,0,LPS,Skylab
B_D21,170,0,LPS,Skylab
B_D22,170,1,LPS,Skylab
B_D23,170,1,LPS,Skylab
B_D24,170,1,LPS,Skylab
B_D25,170,1,LPS,Skylab
B_D26,170,1,LPS,Skylab
B_D27,170,1,LPS,Skylab
B_D28,170,1,LPS,Skylab
B_D29,170,1,LPS,Skylab
B_D30,170,1,LPS,Skylab
B_D31,170,1,LPS,Skylab
B_D32,170,1,LPS,Skylab
B_D33,170,1,LPS,Skylab
B_D34,170,1,LPS,Skylab
B_D35,170,0,LPS,Skylab
B_D36,170,1,LPS,Skylab
B_D37,170,0,LPS,Skylab
B_D38,170,1,LPS,Skylab
B_D39,170,0,LPS,Skylab
B_A1,172,1,Ringers,Skylab
B_A2,172,0,Ringers,Skylab
B_A3,172,0,Ringers,Skylab
B_A4,172,1,Ringers,Skylab
B_A5,172,1,Ringers,Skylab
B_A6,172,0,Ringers,Skylab
B_A7,172,1,Ringers,Skylab
B_A8,172,1,Ringers,Skylab
B_A9,172,1,Ringers,Skylab
B_A10,172,1,Ringers,Skylab
B_A11,172,1,Ringers,Skylab
B_A12,172,1,Ringers,Skylab
B_A13,172,0,Ringers,Skylab
B_A14,172,1,Ringers,Skylab
B_A15,172,0,Ringers,Skylab
B_A16,172,1,Ringers,Skylab
B_A17,172,1,Ringers,Skylab
B_A18,172,1,Ringers,Skylab
B_A19,172,1,Ringers,Skylab
B_A20,172,1,Ringers,Skylab
B_A21,172,1,Ringers,Skylab
B_A22,172,1,Ringers,Skylab
B_A23,172,0,Ringers,Skylab
B_A24,172,0,Ringers,Skylab
B_A25,172,0,Ringers,Skylab
B_A26,172,1,Ringers,Skylab
B_A27,172,0,Ringers,Skylab
B_A28,172,1,Ringers,Skylab
B_A29,172,0,Ringers,Skylab
B_A30,172,0,Ringers,Skylab
B_A31,172,1,Ringers,Skylab
B_A32,172,1,Ringers,Skylab
B_B1,172,1,Ringers,Skylab
B_B2,172,1,Ringers,Skylab
B_B3,172,0,Ringers,Skylab
B_B4,172,1,Ringers,Skylab
B_B5,172,0,Ringers,Skylab
B_B6,172,0,Ringers,Skylab
B_B7,172,0,Ringers,Skylab
B_B8,172,1,Ringers,Skylab
B_B9,172,1,Ringers,Skylab
B_B10,172,0,Ringers,Skylab
B_B11,172,1,Ringers,Skylab
B_B12,172,1,Ringers,Skylab
B_B13,172,1,Ringers,Skylab
B_B14,172,1,Ringers,Skylab
B_B15,172,0,Ringers,Skylab
B_B16,172,1,Ringers,Skylab
B_B17,172,1,Ringers,Skylab
B_B18,172,1,Ringers,Skylab
B_C1,172,1,LPS,Skylab
B_C2,172,1,LPS,Skylab
B_C3,172,0,LPS,Skylab
B_C4,172,1,LPS,Skylab
B_C5,172,0,LPS,Skylab
B_C6,172,1,LPS,Skylab
B_C7,172,1,LPS,Skylab
B_C8,172,1,LPS,Skylab
B_C9,172,1,LPS,Skylab
B_C10,172,0,LPS,Skylab
B_C11,172,0,LPS,Skylab
B_D1,172,1,LPS,Skylab
B_D2,172,0,LPS,Skylab
B_D3,172,1,LPS,Skylab
B_D4,172,1,LPS,Skylab
B_D5,172,1,LPS,Skylab
B_D6,172,0,LPS,Skylab
B_D7,172,0,LPS,Skylab
B_D8,172,1,LPS,Skylab
B_D9,172,1,LPS,Skylab
B_D10,172,1,LPS,Skylab
B_D11,172,0,LPS,Skylab
B_D12,172,0,LPS,Skylab
B_D13,172,0,LPS,Skylab
B_D14,172,1,LPS,Skylab
B_D15,172,0,LPS,Skylab
B_D16,172,0,LPS,Skylab
B_D17,172,0,LPS,Skylab
B_D18,172,1,LPS,Skylab
B_D19,172,1,LPS,Skylab
B_D20,172,0,LPS,Skylab
B_D21,172,0,LPS,Skylab
B_D22,172,1,LPS,Skylab
B_D23,172,1,LPS,Skylab
B_D24,172,1,LPS,Skylab
B_D25,172,1,LPS,Skylab
B_D26,172,1,LPS,Skylab
B_D27,172,1,LPS,Skylab
B_D28,172,1,LPS,Skylab
B_D29,172,1,LPS,Skylab
B_D30,172,1,LPS,Skylab
B_D31,172,1,LPS,Skylab
B_D32,172,1,LPS,Skylab
B_D33,172,1,LPS,Skylab
B_D34,172,1,LPS,Skylab
B_D35,172,0,LPS,Skylab
B_D36,172,1,LPS,Skylab
B_D37,172,0,LPS,Skylab
B_D38,172,1,LPS,Skylab
B_D39,172,0,LPS,Skylab
B_A1,174,1,Ringers,Skylab
B_A2,174,0,Ringers,Skylab
B_A3,174,0,Ringers,Skylab
B_A4,174,1,Ringers,Skylab
B_A5,174,1,Ringers,Skylab
B_A6,174,0,Ringers,Skylab
B_A7,174,1,Ringers,Skylab
B_A8,174,1,Ringers,Skylab
B_A9,174,1,Ringers,Skylab
B_A10,174,1,Ringers,Skylab
B_A11,174,1,Ringers,Skylab
B_A12,174,1,Ringers,Skylab
B_A13,174,0,Ringers,Skylab
B_A14,174,1,Ringers,Skylab
B_A15,174,0,Ringers,Skylab
B_A16,174,1,Ringers,Skylab
B_A17,174,1,Ringers,Skylab
B_A18,174,1,Ringers,Skylab
B_A19,174,1,Ringers,Skylab
B_A20,174,1,Ringers,Skylab
B_A21,174,1,Ringers,Skylab
B_A22,174,1,Ringers,Skylab
B_A23,174,0,Ringers,Skylab
B_A24,174,0,Ringers,Skylab
B_A25,174,0,Ringers,Skylab
B_A26,174,1,Ringers,Skylab
B_A27,174,0,Ringers,Skylab
B_A28,174,1,Ringers,Skylab
B_A29,174,0,Ringers,Skylab
B_A30,174,0,Ringers,Skylab
B_A31,174,1,Ringers,Skylab
B_A32,174,1,Ringers,Skylab
B_B1,174,1,Ringers,Skylab
B_B2,174,1,Ringers,Skylab
B_B3,174,0,Ringers,Skylab
B_B4,174,1,Ringers,Skylab
B_B5,174,0,Ringers,Skylab
B_B6,174,0,Ringers,Skylab
B_B7,174,0,Ringers,Skylab
B_B8,174,1,Ringers,Skylab
B_B9,174,1,Ringers,Skylab
B_B10,174,0,Ringers,Skylab
B_B11,174,1,Ringers,Skylab
B_B12,174,1,Ringers,Skylab
B_B13,174,1,Ringers,Skylab
B_B14,174,1,Ringers,Skylab
B_B15,174,0,Ringers,Skylab
B_B16,174,1,Ringers,Skylab
B_B17,174,1,Ringers,Skylab
B_B18,174,0,Ringers,Skylab
B_C1,174,1,LPS,Skylab
B_C2,174,1,LPS,Skylab
B_C3,174,0,LPS,Skylab
B_C4,174,1,LPS,Skylab
B_C5,174,0,LPS,Skylab
B_C6,174,1,LPS,Skylab
B_C7,174,1,LPS,Skylab
B_C8,174,1,LPS,Skylab
B_C9,174,1,LPS,Skylab
B_C10,174,0,LPS,Skylab
B_C11,174,0,LPS,Skylab
B_D1,174,0,LPS,Skylab
B_D2,174,0,LPS,Skylab
B_D3,174,1,LPS,Skylab
B_D4,174,1,LPS,Skylab
B_D5,174,1,LPS,Skylab
B_D6,174,0,LPS,Skylab
B_D7,174,0,LPS,Skylab
B_D8,174,1,LPS,Skylab
B_D9,174,1,LPS,Skylab
B_D10,174,1,LPS,Skylab
B_D11,174,0,LPS,Skylab
B_D12,174,0,LPS,Skylab
B_D13,174,0,LPS,Skylab
B_D14,174,1,LPS,Skylab
B_D15,174,0,LPS,Skylab
B_D16,174,1,LPS,Skylab
B_D17,174,0,LPS,Skylab
B_D18,174,0,LPS,Skylab
B_D19,174,1,LPS,Skylab
B_D20,174,0,LPS,Skylab
B_D21,174,0,LPS,Skylab
B_D22,174,1,LPS,Skylab
B_D23,174,1,LPS,Skylab
B_D24,174,1,LPS,Skylab
B_D25,174,1,LPS,Skylab
B_D26,174,0,LPS,Skylab
B_D27,174,1,LPS,Skylab
B_D28,174,1,LPS,Skylab
B_D29,174,1,LPS,Skylab
B_D30,174,1,LPS,Skylab
B_D31,174,1,LPS,Skylab
B_D32,174,1,LPS,Skylab
B_D33,174,1,LPS,Skylab
B_D34,174,0,LPS,Skylab
B_D35,174,0,LPS,Skylab
B_D36,174,1,LPS,Skylab
B_D37,174,0,LPS,Skylab
B_D38,174,1,LPS,Skylab
B_D39,174,1,LPS,Skylab
B_A1,176,1,Ringers,Skylab
B_A2,176,0,Ringers,Skylab
B_A3,176,0,Ringers,Skylab
B_A4,176,1,Ringers,Skylab
B_A5,176,1,Ringers,Skylab
B_A6,176,0,Ringers,Skylab
B_A7,176,1,Ringers,Skylab
B_A8,176,1,Ringers,Skylab
B_A9,176,1,Ringers,Skylab
B_A10,176,1,Ringers,Skylab
B_A11,176,1,Ringers,Skylab
B_A12,176,1,Ringers,Skylab
B_A13,176,0,Ringers,Skylab
B_A14,176,1,Ringers,Skylab
B_A15,176,0,Ringers,Skylab
B_A16,176,1,Ringers,Skylab
B_A17,176,0,Ringers,Skylab
B_A18,176,1,Ringers,Skylab
B_A19,176,1,Ringers,Skylab
B_A20,176,1,Ringers,Skylab
B_A21,176,1,Ringers,Skylab
B_A22,176,1,Ringers,Skylab
B_A23,176,0,Ringers,Skylab
B_A24,176,0,Ringers,Skylab
B_A25,176,0,Ringers,Skylab
B_A26,176,1,Ringers,Skylab
B_A27,176,0,Ringers,Skylab
B_A28,176,1,Ringers,Skylab
B_A29,176,0,Ringers,Skylab
B_A30,176,0,Ringers,Skylab
B_A31,176,1,Ringers,Skylab
B_A32,176,1,Ringers,Skylab
B_B1,176,1,Ringers,Skylab
B_B2,176,1,Ringers,Skylab
B_B3,176,0,Ringers,Skylab
B_B4,176,1,Ringers,Skylab
B_B5,176,0,Ringers,Skylab
B_B6,176,0,Ringers,Skylab
B_B7,176,0,Ringers,Skylab
B_B8,176,1,Ringers,Skylab
B_B9,176,1,Ringers,Skylab
B_B10,176,0,Ringers,Skylab
B_B11,176,1,Ringers,Skylab
B_B12,176,1,Ringers,Skylab
B_B13,176,1,Ringers,Skylab
B_B14,176,1,Ringers,Skylab
B_B15,176,0,Ringers,Skylab
B_B16,176,1,Ringers,Skylab
B_B17,176,1,Ringers,Skylab
B_B18,176,1,Ringers,Skylab
B_C1,176,1,LPS,Skylab
B_C2,176,1,LPS,Skylab
B_C3,176,0,LPS,Skylab
B_C4,176,1,LPS,Skylab
B_C5,176,0,LPS,Skylab
B_C6,176,1,LPS,Skylab
B_C7,176,1,LPS,Skylab
B_C8,176,1,LPS,Skylab
B_C9,176,1,LPS,Skylab
B_C10,176,0,LPS,Skylab
B_C11,176,0,LPS,Skylab
B_D1,176,1,LPS,Skylab
B_D2,176,0,LPS,Skylab
B_D3,176,1,LPS,Skylab
B_D4,176,1,LPS,Skylab
B_D5,176,1,LPS,Skylab
B_D6,176,0,LPS,Skylab
B_D7,176,0,LPS,Skylab
B_D8,176,1,LPS,Skylab
B_D9,176,1,LPS,Skylab
B_D10,176,1,LPS,Skylab
B_D11,176,0,LPS,Skylab
B_D12,176,1,LPS,Skylab
B_D13,176,0,LPS,Skylab
B_D14,176,1,LPS,Skylab
B_D15,176,0,LPS,Skylab
B_D16,176,0,LPS,Skylab
B_D17,176,0,LPS,Skylab
B_D18,176,0,LPS,Skylab
B_D19,176,1,LPS,Skylab
B_D20,176,0,LPS,Skylab
B_D21,176,0,LPS,Skylab
B_D22,176,1,LPS,Skylab
B_D23,176,1,LPS,Skylab
B_D24,176,1,LPS,Skylab
B_D25,176,1,LPS,Skylab
B_D26,176,1,LPS,Skylab
B_D27,176,1,LPS,Skylab
B_D28,176,1,LPS,Skylab
B_D29,176,1,LPS,Skylab
B_D30,176,1,LPS,Skylab
B_D31,176,1,LPS,Skylab
B_D32,176,1,LPS,Skylab
B_D33,176,1,LPS,Skylab
B_D34,176,1,LPS,Skylab
B_D35,176,0,LPS,Skylab
B_D36,176,1,LPS,Skylab
B_D37,176,0,LPS,Skylab
B_D38,176,1,LPS,Skylab
B_D39,176,0,LPS,Skylab
B_A1,178,1,Ringers,Skylab
B_A2,178,0,Ringers,Skylab
B_A3,178,0,Ringers,Skylab
B_A4,178,1,Ringers,Skylab
B_A5,178,1,Ringers,Skylab
B_A6,178,0,Ringers,Skylab
B_A7,178,1,Ringers,Skylab
B_A8,178,1,Ringers,Skylab
B_A9,178,1,Ringers,Skylab
B_A10,178,1,Ringers,Skylab
B_A11,178,1,Ringers,Skylab
B_A12,178,1,Ringers,Skylab
B_A13,178,0,Ringers,Skylab
B_A14,178,1,Ringers,Skylab
B_A15,178,0,Ringers,Skylab
B_A16,178,1,Ringers,Skylab
B_A17,178,1,Ringers,Skylab
B_A18,178,1,Ringers,Skylab
B_A19,178,1,Ringers,Skylab
B_A20,178,1,Ringers,Skylab
B_A21,178,1,Ringers,Skylab
B_A22,178,1,Ringers,Skylab
B_A23,178,0,Ringers,Skylab
B_A24,178,0,Ringers,Skylab
B_A25,178,0,Ringers,Skylab
B_A26,178,1,Ringers,Skylab
B_A27,178,0,Ringers,Skylab
B_A28,178,0,Ringers,Skylab
B_A29,178,1,Ringers,Skylab
B_A30,178,0,Ringers,Skylab
B_A31,178,1,Ringers,Skylab
B_A32,178,1,Ringers,Skylab
B_B1,178,1,Ringers,Skylab
B_B2,178,1,Ringers,Skylab
B_B3,178,1,Ringers,Skylab
B_B4,178,1,Ringers,Skylab
B_B5,178,0,Ringers,Skylab
B_B6,178,0,Ringers,Skylab
B_B7,178,0,Ringers,Skylab
B_B8,178,1,Ringers,Skylab
B_B9,178,1,Ringers,Skylab
B_B10,178,0,Ringers,Skylab
B_B11,178,1,Ringers,Skylab
B_B12,178,1,Ringers,Skylab
B_B13,178,1,Ringers,Skylab
B_B14,178,1,Ringers,Skylab
B_B15,178,0,Ringers,Skylab
B_B16,178,1,Ringers,Skylab
B_B17,178,1,Ringers,Skylab
B_B18,178,1,Ringers,Skylab
B_C1,178,1,LPS,Skylab
B_C2,178,1,LPS,Skylab
B_C3,178,0,LPS,Skylab
B_C4,178,1,LPS,Skylab
B_C5,178,0,LPS,Skylab
B_C6,178,1,LPS,Skylab
B_C7,178,1,LPS,Skylab
B_C8,178,1,LPS,Skylab
B_C9,178,1,LPS,Skylab
B_C10,178,0,LPS,Skylab
B_C11,178,0,LPS,Skylab
B_D1,178,1,LPS,Skylab
B_D2,178,0,LPS,Skylab
B_D3,178,1,LPS,Skylab
B_D4,178,1,LPS,Skylab
B_D5,178,1,LPS,Skylab
B_D6,178,0,LPS,Skylab
B_D7,178,0,LPS,Skylab
B_D8,178,1,LPS,Skylab
B_D9,178,1,LPS,Skylab
B_D10,178,1,LPS,Skylab
B_D11,178,0,LPS,Skylab
B_D12,178,1,LPS,Skylab
B_D13,178,0,LPS,Skylab
B_D14,178,1,LPS,Skylab
B_D15,178,0,LPS,Skylab
B_D16,178,1,LPS,Skylab
B_D17,178,0,LPS,Skylab
B_D18,178,0,LPS,Skylab
B_D19,178,1,LPS,Skylab
B_D20,178,0,LPS,Skylab
B_D21,178,0,LPS,Skylab
